anno_round	aid	docid	layer	category	sent_string	form	1. Goldstandard	2. Goldstandard	A1	A2	A3	A4	A5	A1_sent	A2_sent	A3_sent	A4_sent	A5_sent
1	160	DISKO_074_L2_T4_TDN5_seg_A_tolabel	THB	finiteness	Dies lässt darauf schließen , dass immer weniger Menschen zusammen in einem Haushalt leben , und immer mehr Personen entscheiden sich dafür , alleine zu wohnen .	wohnen	nf	0	nf	nf	undef	nf	nf	Dies lässt darauf schließen , dass immer weniger Menschen zusammen in einem Haushalt leben , und immer mehr Personen entscheiden sich dafür , alleine zu wohnen .	Dies lässt darauf schließen , dass immer weniger Menschen zusammen in einem Haushalt leben und immer mehr Personen entscheiden sich dafür , alleine zu wohnen .	Dies lässt darauf schließen , dass immer weniger Menschen zusammen in einem Haushalt leben und immer mehr Personen sich dafür entscheiden , alleine zu wohnen .	Dies lässt darauf schließen , dass immer weniger Menschen zusammen in einem Haushalt leben und immer mehr Personen sich dafür entscheiden , alleine zu wohnen .	Dies lässt darauf schließen , dass immer weniger Menschen zusammen in einem Haushalt leben und sich immer mehr Personen dafür entscheiden , alleine zu wohnen .
1	95	DISKO_074_L2_T4_TDN5_seg_A_tolabel	L	satztyp	Dies lässt darauf schließen , dass immer weniger Menschen zusammen in einem Haushalt leben und immer mehr Personen entscheiden sich dafür , alleine zu wohnen .	wohnen	undef	0	undef	subcomp	undef	undef	undef	Dies lässt darauf schließen , dass immer weniger Menschen zusammen in einem Haushalt leben und immer mehr Personen entscheiden sich dafür , alleine zu wohnen .	Dies lässt darauf schließen , dass immer weniger Menschen zusammen in einem Haushalt leben und immer mehr Personen entscheiden sich dafür , alleine zu wohnen .	Dies lässt darauf schließen , dass immer weniger Menschen zusammen in einem Haushalt leben und immer mehr Personen entscheiden sich dafür , alleine zu wohnen .	Dies lässt darauf schließen , dass immer weniger Menschen zusammen in einem Haushalt leben und immer mehr Personen entscheiden sich dafür , alleine zu wohnen .	_
1	136	DISKO_074_L2_T4_TDN5_seg_A_tolabel	L	finiteness	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	schadet	f	0	f	f	f	f	f	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .
1	161	DISKO_074_L2_T4_TDN5_seg_A_tolabel	THB	finiteness	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet , finde ich falsch .	schadet	f	0	f	f	f	f	f	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet , finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet , finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet , finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .
1	92	DISKO_074_L2_T4_TDN5_seg_A_tolabel	L	satztyp	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	schadet	subrel	0	subrel	subrel	subrel	subrel	undef	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .
1	115	DISKO_074_L2_T4_TDN5_seg_A_tolabel	THB	satztyp	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet , finde ich falsch .	schadet	subrel	0	subrel	subrel	subrel	subrel	undef	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet , finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet , finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet , finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .
1	17	DISKO_074_L2_T4_TDN5_seg_A_tolabel	L	vend	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	schadet	vend	0	vend	vend	undef	vend	undef	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .
1	28	DISKO_074_L2_T4_TDN5_seg_A_tolabel	THB	vend	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet , finde ich falsch .	schadet	vend	0	vend	vend	undef	vend	undef	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet , finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet , finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet , finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .
1	94	DISKO_074_L2_T4_TDN5_seg_A_tolabel	L	word_order	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	schadet	CSOV	0	CSOV	CSOV	CSOV	CSOV	undef	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .
1	124	DISKO_074_L2_T4_TDN5_seg_A_tolabel	THB	word_order	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet , finde ich falsch .	schadet	CSOV	0	CSOV	CSOV	CSOV	CSOV	undef	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet , finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet , finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet , finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .
1	137	DISKO_074_L2_T4_TDN5_seg_A_tolabel	L	finiteness	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	finde	f	0	f	f	f	f	f	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .
1	162	DISKO_074_L2_T4_TDN5_seg_A_tolabel	THB	finiteness	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet , finde ich falsch .	finde	f	0	f	f	f	f	f	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet , finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet , finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet , finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .
1	19	DISKO_074_L2_T4_TDN5_seg_A_tolabel	L	inv	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	finde	inv	0	inv	inv	inv	inv	undef	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .
1	33	DISKO_074_L2_T4_TDN5_seg_A_tolabel	THB	inv	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet , finde ich falsch .	finde	inv	0	inv	inv	inv	inv	undef	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet , finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet , finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet , finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .
1	93	DISKO_074_L2_T4_TDN5_seg_A_tolabel	L	satztyp	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	finde	dec	0	dec	dec	dec	dec	undef	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .
1	116	DISKO_074_L2_T4_TDN5_seg_A_tolabel	THB	satztyp	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet , finde ich falsch .	finde	dec	0	dec	dec	dec	dec	undef	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet , finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet , finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet , finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .
1	95	DISKO_074_L2_T4_TDN5_seg_A_tolabel	L	word_order	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	finde	OVSPred	0	OVSPred	OXclVSPred	OVSPred	OVSPred	undef	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .
1	125	DISKO_074_L2_T4_TDN5_seg_A_tolabel	THB	word_order	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet , finde ich falsch .	finde	OVSPred	0	OVSPred	OXclVSPred	OVSPred	OVSPred	undef	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet , finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet , finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet , finde ich falsch .	Die Aussage , dass Alleinleben dem Menschen und der Gesellschaft schadet finde ich falsch .
1	85	DISKO_074_L2_T4_TDN5_seg_B_tolabel	L	finiteness	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	glaube	f	0	f	f	f	f	f	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .
1	112	DISKO_074_L2_T4_TDN5_seg_B_tolabel	THB	finiteness	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	glaube	f	0	f	f	f	f	f	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine sozialen Kompetenzen einfach so verlieren kann . Dazu müsste man wirklich 24 Stunden in den vier Wänden verbringen . Dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .
1	11	DISKO_074_L2_T4_TDN5_seg_B_tolabel	L	inv	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	glaube	inv	0	inv	inv	inv	inv	inv	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .
1	25	DISKO_074_L2_T4_TDN5_seg_B_tolabel	THB	inv	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	glaube	inv	0	inv	inv	inv	inv	inv	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine sozialen Kompetenzen einfach so verlieren kann . Dazu müsste man wirklich 24 Stunden in den vier Wänden verbringen . Dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .
1	59	DISKO_074_L2_T4_TDN5_seg_B_tolabel	L	satztyp	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	glaube	dec	0	dec	dec	dec	dec	dec	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .
1	83	DISKO_074_L2_T4_TDN5_seg_B_tolabel	THB	satztyp	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	glaube	dec	0	dec	dec	dec	dec	dec	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine sozialen Kompetenzen einfach so verlieren kann . Dazu müsste man wirklich 24 Stunden in den vier Wänden verbringen . Dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .
1	58	DISKO_074_L2_T4_TDN5_seg_B_tolabel	L	word_order	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	glaube	CVSNOcl	0	XVSN	CVSNOcl	CVSNOcl	XVSN	XVSNOcl	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .
1	90	DISKO_074_L2_T4_TDN5_seg_B_tolabel	THB	word_order	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	glaube	CVSNOcl	0	XVSN	CVSNOcl	CVSNOcl	XVSN	XVSNOcl	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine sozialen Kompetenzen einfach so verlieren kann . Dazu müsste man wirklich 24 Stunden in den vier Wänden verbringen . Dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .
1	86	DISKO_074_L2_T4_TDN5_seg_B_tolabel	L	finiteness	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	verlieren	nf	0	nf	nf	nf	nf	undef	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .
1	113	DISKO_074_L2_T4_TDN5_seg_B_tolabel	THB	finiteness	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	verlieren	nf	0	nf	nf	nf	nf	undef	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine sozialen Kompetenzen einfach so verlieren kann . Dazu müsste man wirklich 24 Stunden in den vier Wänden verbringen . Dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .
1	87	DISKO_074_L2_T4_TDN5_seg_B_tolabel	L	finiteness	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	kann	f	0	f	f	f	f	f	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .
1	114	DISKO_074_L2_T4_TDN5_seg_B_tolabel	THB	finiteness	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	kann	f	0	f	f	f	f	f	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine sozialen Kompetenzen einfach so verlieren kann . Dazu müsste man wirklich 24 Stunden in den vier Wänden verbringen . Dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .
1	60	DISKO_074_L2_T4_TDN5_seg_B_tolabel	L	satztyp	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	kann	subcomp	0	subcomp	subadv	subcomp	subcomp	subcomp	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .	Außerdem glaube ich nicht , dass man seine soziale Kompetenzen einfach so verlieren kann , dazu müsste man wirklich 24 Stunden zwischen den vier Wändern verbringen , dies ist aber nicht realistisch .
